"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Aurostibite","AuSb2","991","Canada"
"Austinite","CaZn2+As5+O4(OH)","992","USA"
"Autunite","Ca(U6+O2)2(PO4)2·10-12H2O","993","France"
"Avdeevite","(Na,Cs)(Be2Li)Al2(Si6O18)","6843","Myanmar"
"Avdoninite","K2Cu2+5Cl8(OH)4·2H2O","5318","Russia"
"Averievite","Cu2+5O2(V5+O4)2·Cu2+Cl2","994","Russia"
"Avicennite","Tl3+2O3","995","Uzbekistan"
"Avogadrite","KBF4","996","Italy"
"Awaruite","Ni3Fe","997","New Zealand"
"Axelite","Na14Cu2+7(As5+O4)8F2Cl2","6676","Russia"
"Axinite-(Fe)","Ca4Fe2+2Al4[B2Si8O30](OH)2","1880","France"
"Axinite-(Mg)","Ca4Mg2Al4[B2Si8O30](OH)2","2930","Tanzania"
"Axinite-(Mn)","Ca4Mn2+2Al4[B2Si8O30](OH)2","2992","Germany"
"Azoproite","Mg2((Ti4+,Mg),Fe3+)O2BO3","998","Russia"
"Azurite","Cu2+3(CO3)2(OH)2","999","France"
"Babánekite","Cu2+3(As5+O4)2·8H2O","6063","Czech Republic"
"Babefphite","BaBePO4F","1000","Russia"
"Babingtonite","Ca2Fe2+Fe3+Si5O14(OH)","1001","Norway"
"Babkinite","Pb2Bi2S3","1002","Russia"
"Backite","Pb2+2AlTe6+O6Cl","6272","USA"
"Badakhshanite-(Y)","Y3+2Mn2+4Al(Si2B7BeO24)","6815","Tajikistan"
"Badalovite","NaNaMg(MgFe3+)(As5+O4)3","6581","Russia"
"Baddeleyite","Zr4+O2","1003","Sri Lanka"
"Badengzhuite","TiP","6961","China"
"Bafertisite","Ba2Fe2+4Ti4+2(Si2O7)2O2(OH)2F2","1004","China"
"Baghdadite","Ca3Zr4+(Si2O7)O2","1005","Iraq"
"Bahariyaite","KMn7+O4","7044","Egypt"
"Bahianite","Al5Sb5+3O14(OH)2","1006","Brazil"
"Baileychlore","Zn2+5Al(Si3Al)O10(OH)8","1007","Australia"
"Bainbridgeite-(YCe)","Na2Ba2YCe(CO3)6·3H2O","7078","Canada"
"Bairdite","Pb2+2Cu2+4Te6+2O10(OH)2(S6+O4)·H2O","6117","USA"
"Bakhchisaraitsevite","Na2Mg5(PO4)4·7H2O","1009","Russia"
"Baksanite","Bi6Te2S3","1010","Russia"
"Balangeroite","Mg21Si8O27(OH)20","1011","Italy"
"Balestraite","KLi2V5+Si4O12","6239","Italy"
"Balićžunićite","Bi3+2O(S6+O4)2","6161","Italy"
"Balipholite","LiBaMg2Al3(Si2O6)2(OH)8","1012","China"
"Balkanite","Ag5Cu9HgS8","1013","Bulgaria"
"Balliranoite","(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)","5725","Italy"
"Balyakinite","Cu2+Te4+O3","1014","Russia"
"Bambollaite","CuSe2","1015","Mexico"
"Bamfordite","Fe3+Mo6+2O6(OH)3·H2O","1016","Australia"
"Banalsite","Na2BaAl4Si4O16","1017","United Kingdom"
"Bandylite","Cu2+B(OH)4Cl","1018","Chile"
"Bannermanite","(Na,K)xV4+xV5+6-xO15 (0.5<x<0.9)","1019","El Salvador"
"Bannisterite","(Ca,K,Na)(Mn2+,Fe2+)10(Si,Al)16O38(OH)8·nH2O","4972","United Kingdom"
"Baotite","Ba4(Ti4+,Nb5+,W6+)8O16(SiO3)4Cl","1020","China"
"Barahonaite-(Al)","(Ca,Cu2+,Na,Fe3+,Al)12Al2(As5+O4)8(OH,Cl)x·nH2O","5592","Spain"
"Barahonaite-(Fe)","(Ca,Cu2+,Na,Fe3+,Al)12Fe3+2(As5+O4)8(OH,Cl)x·nH2O","5593","Spain"
"Bararite","(N3-H4)2SiF6","1021","India"
"Baratovite","KLi3Ca7Ti4+2(SiO3)12F2","1022","Tajikistan"
"Barberiite","N3-H4BF4","1023","Italy"
"Barbosalite","Fe2+Fe3+2(PO4)2(OH)2","1025","Brazil"
"Barentsite","Na7Al(CO3)2(HCO3)2F4","1026","Russia"
"Bariandite","Al0.6(V5+,V4+)8O20·9H2O","1027","Gabon"
"Barićite","Mg3(PO4)2·8H2O","1028","Canada"
"Barikaite","Ag1+3Pb2+10(Sb3+8As3+11)S2-40","6111","Iran"
"Barioferrite","BaFe3+12O19","5757","Israel"
"Bario-olgite","Na(Na,Sr,Ce)2Ba(PO4)2","5183","Russia"
"Bario-orthojoaquinite","Ba4Fe2+2Ti4+2O2(SiO3)8·H2O","1029","USA"
"Barioperovskite","BaTi4+O3","5518","USA"
"Bariopharmacoalumite","Ba0.5Al4(As5+O4)3(OH)4·4H2O","5871","France"
"Bariopharmacosiderite","Ba0.5Fe3+4(As5+O4)3(OH)4·5H2O","1035","Germany"
"Bariosincosite","Ba(V4+O)2(PO4)2·4H2O","1032","Australia"
"Barlowite","Cu2+4BrF(OH)6","5849","Australia"
"Barnesite","Na2V5+6O16·3H2O","1036","USA"
"Barquillite","Cu1+2Cd2+Ge4+S2-4","1037","Spain"
"Barrerite","Na2(Al2Si7)O18·6H2O","1038","Italy"
"Barringerite","Fe2P","1039","Bolivia"
"Barroisite","[box]NaCa[Mg3Al2](Si7Al)O22(OH)2","1041","Austria"
"Barrotite","Cu2+9Al(HSiO4)2(S6+O4)(HAs5+O4)0.5(OH)12·8H2O","6156","France"
"Barrydawsonite-(Y)","Na1.5Y3+0.5CaSi3O9H","6337","Canada"
"Barstowite","Pb2+4CO3Cl6·H2O","1042","United Kingdom"
"Bartelkeite","Pb2+Fe2+Ge(Ge2O7)(OH)2·H2O","1043","Namibia"
"Bartonite","K6Fe20S26S","1044","USA"
"Barwoodite","Mn2+6(Nb5+,[box])2(SiO4)2(O,OH)6","6678","USA"
"Barylite","BaBe2Si2O7","1045","Sweden"
"Barysilite","Pb2+8Mn2+(Si2O7)3","1046","Sweden"
"Baryte","BaS6+O4","1033","?"
"Barytocalcite","BaCa(CO3)2","1047","United Kingdom"
"Barytolamprophyllite","(BaK)Ti4+2Na3Ti4+(Si2O7)2O2(OH)2","1048","Russia"
"Bassanite","CaS6+O4·0.5H2O","1050","Italy"
"Bassetite","Fe2+(U6+O2)2(PO4)2(H2O)10","1051","United Kingdom"
"Bassoite","SrV4+3O7·4H2O","5956","Italy"
"Bastnäsite-(Ce)","CeCO3F","4888","Sweden"
"Bastnäsite-(La)","LaCO3F","1053","Russia"
"Bastnäsite-(Nd)","NdCO3F","6006","Norway"
"Bastnäsite-(Y)","YCO3F","1054","Kazakhstan"
"Batagayite","CaZn2+2(Zn2+,Cu2+)6(PO4)4[PO3(OH)]3·12H2O","6645","Russia"
"Batievaite-(Y)","Ca2Y3+2[(H2O)2[box]]Ti4+(Si2O7)2(OH)2(H2O)2","6422","Russia"
"Batiferrite","BaTi4+2Fe3+8Fe2+2O19","1055","Germany"
"Batisite","Na2BaTi4+2(Si4O12)O2","1056","Russia"
"Batisivite","BaTi4+6V3+8Si2O29","5582","Russia"
"Baumhauerite","Pb2+12As3+16S2-36","1057","Switzerland"
"Baumhauerite II","Pb2+3As3+4S2-9","5382","Switzerland"
"Baumoite","Ba0.5[(U6+O2)3O8Mo6+2(OH)3](H2O)3","6679","Australia"
"Baumstarkite","Ag3Sb3S6","1059","Peru"
"Bauranoite","BaU6+2O7·4-5H2O","1060","Russia"
"Bavenite","Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1)","1061","Italy"
"Bavsiite","Ba2V4+2O2[Si4O12]","6325","Canada"
"Bayerite","Al(OH)3","1062","Israel"
"Bayldonite","Cu2+3Pb2+O(As5+O3OH)2(OH)2","1063","United Kingdom"
"Bayleyite","Mg2(U6+O2)(CO3)3·18H2O","1064","USA"
"Baylissite","K2Mg(CO3)2·4H2O","1065","Switzerland"
"Bazhenovite","Ca8S5(S2O3)(OH)12·20H2O","1066","Russia"
"Bazirite","BaZr4+Si3O9","1067","United Kingdom"
"Bazzite","Be3(Sc3+,Fe3+,Mg)2Si6O18·Na0.32·nH2O","1068","Italy"
"Bearsite","Be2As5+O4(OH)·4H2O","1069","Kazakhstan"
"Bearthite","Ca2Al(PO4)2OH","1070","Italy / Switzerland"
"Beaverite-(Cu)","Pb2+Cu2+Fe3+2(S6+O4)2(OH)6","1071","USA"
"Beaverite-(Zn)","Pb2+Zn2+Fe3+2(S6+O4)2(OH)6","5928","Japan"
"Bechererite","Zn2+7Cu2+(OH)13[SiO(OH)3S6+O4]","1072","USA"
"Beckettite","Ca2V3+6Al6O20","6407","Mexico (meteorite)"
"Becquerelite","Ca(U6+O2)6O4(OH)6·8H2O","1073","Democratic Republic of the Congo"
"Bederite","Ca2Mn2+4Fe3+2(PO4)6·2H2O","1074","Argentina"
"Beershevaite","CaFe3+3(PO4)3O","7120","Israel"
"Béhierite","TaBO4","1075","Madagascar"
"Behoite","Be(OH)2","1076","USA"
"Běhounekite","U4+(S6+O4)2·4H2O","5875","Czech Republic"
"Beidellite","(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O","1077","USA"
"Belakovskiite","Na7(U6+O2)(S6+O4)4(S6+O3OH)·3H2O","6234","USA"
"Belendorffite","Cu7Hg6","1078","Germany"
"Belkovite","Ba3Nb5+6(Si2O7)2O12","1079","Russia"
"Bellbergite","(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O","1080","Germany"
"Bellidoite","Cu2Se","1081","Czech Republic"
"Bellingerite","Cu2+3(I5+O3)6·2H2O","1082","Chile"
"Belloite","Cu2+(OH)Cl","1083","Chile"
"Belogubite","Cu2+Zn2+(S6+O4)2·10H2O","6750","Russia"
"Belomarinaite","KNa(S6+O4)","6747","Russia"
"Belousovite","KZn2+(S6+O4)Cl","6575","Russia"
"Belovite-(Ce)","NaCeSr3(PO4)3F","5074","Russia"
"Belovite-(La)","NaLaSr3(PO4)3F","1084","Russia"
"Belyankinite","Ca1-2(Ti4+,Zr4+,Nb5+)5O12·9H2O","5383","Russia"
"Bementite","Mn2+7Si6O15(OH)8","1085","USA"
"Benauite","SrFe3+3(PO4)(PO3OH)(OH)6","1086","Germany"
"Benavidesite","Pb2+4Mn2+Sb3+6S2-14","1087","Peru"
"Bendadaite","Fe2+Fe3+2(As5+O4)2(OH)2·4H2O","5599","Portugal"
"Benitoite","BaTi4+Si3O9","1088","USA"
"Benjaminite","Ag3Bi7S12","1089","USA"
"Benleonardite","Ag1+15Cu1+(Sb3+,As3+)2S2-7Te2-4","1090","Mexico"
"Bennesherite","Ba2Fe2+Si2O7","6953","Israel"
"Benstonite","Ba6Ca6Mg(CO3)13","1091","USA"
"Bentorite","Ca6Cr3+2(S6+O4)3(OH)12·26H2O","1092","Israel"
"Benyacarite","KTi4+Mn2+2Fe3+2(PO4)4OF·15H2O","1093","Argentina"
"Beraunite","Fe3+6(PO4)4O(OH)4·6H2O","1094","Czech Republic"
"Berborite","Be2BO3(OH)·H2O","1095","Russia"
"Berdesinskiite","V3+2Ti4+O5","1096","Kenya"
"Berezanskite","KTi4+2(Li3Si12)O30","1097","Tajikistan"
"Bergenite","Ca2Ba4(U6+O2)9O6(PO4)6·16H2O","1098","Germany"
"Bergslagite","CaBe(As5+O4)(OH)","1099","Sweden"
"Berlinite","AlPO4","1100","Sweden"
"Bermanite","Mn2+Mn3+2(PO4)2(OH)2·4H2O","1101","USA"
"Bernalite","Fe3+(OH)3","1102","Australia"
"Bernardite","Tl1+As3+5S2-8","1103","North Macedonia"
"Bernarlottiite","Pb2+12(As3+10Sb3+6)S2-36","6292","Italy"
"Berndtite","Sn4+S2-2","1104","Bolivia"
"Berryite","Cu1+3Ag1+2Pb2+3Bi3+7S2-16","1105","USA"
"Berthierine","(Fe2+,Fe3+,Al)3(Si,Al)2O5(OH)4","1106","France"
"Berthierite","Fe2+Sb3+2S2-4","1107","France"
"Bertossaite","Li2CaAl4(PO4)4(OH)4","1108","Rwanda"
"Bertrandite","Be4Si2O7(OH)2","1109","France"
"Beryl","Be3Al2Si6O18","1110","unknown"
"Beryllite","Be3SiO4(OH)2·H2O","1111","Russia"
"Beryllonite","NaBePO4","1112","USA"
"Berzelianite","Cu2-xSe (x ≈ 0.12)","1113","Sweden"
"Berzeliite","NaCa2Mg2(As5+O4)3","1114","Sweden"
"Beshtauite","(N3-H4)2(U6+O2)(S6+O4)2·2H2O","6107","Russia"
"Betalomonosovite","Na5+xTi4+4(Si2O7)2[PO3(OH)]2-y[PO2(OH)2]yO2[(OH,F)2-xOz], [0<x<2, 0<y<1, 0<z<1]","6400","Russia"
"Betekhtinite","(Cu,Fe)21Pb2S15","1116","Germany"
"Betpakdalite-CaCa","[Ca2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","1117","Kazakhstan"
"Betpakdalite-CaMg","[Ca2(H2O)17Mg(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","5962","Namibia"
"Betpakdalite-FeFe","[Fe3+2(H2O)15(OH)2Fe3+(H2O)6][Mo6+8As3+2Fe3+3O37]","6652","Australia"
"Betpakdalite-NaCa","[Na2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O34(OH)3]","4132","Kazakhstan"
"Betpakdalite-NaNa","[Na2(H2O)16Na(H2O)6][Mo6+8As5+2Fe3+3O33(OH)4]","6018","Chile"
"Bettertonite","Al6(As5+O4)3(OH)9·16H2O","6372","United Kingdom"
"Betzite","Na6Ca2(Al6Si6O24)Cl4","7146","Germany"
"Beudantite","Pb2+Fe3+3(As5+O4)(S6+O4)(OH)6","1118","Germany"
"Beusite","Mn2+Mn2+2(PO4)2","1119","Argentina"
"Beusite-(Ca)","CaMn2+2(PO4)2","6680","Canada"
"Beyerite","CaBi3+2O2(CO3)2","1120","Germany"
"Bezsmertnovite","(Au,Ag)4Cu(Te,Pb)","1121","Kazakhstan"
"Biachellaite","(Na,Ca,K)8(Si6Al6O24)(S6+O4)2(OH)0.5·H2O","5646","Italy"
"Biagioniite","Tl2SbS2","7003","Canada"
"Bianchiniite","Ba2(Ti4+V3+)(As3+2O5)2OF","6910","Italy"
"Bianchite","Zn2+S6+O4·6H2O","1122","Italy"
"Bicapite","[KNa2Mg2(H2O)25][H2PV5+12O40(V5+O)2]","6785","USA"
"Bicchulite","Ca2Al2SiO6(OH)2","1123","Japan"
"Bideauxite","Ag1+Pb2+2F2Cl3","1124","USA"
"Bieberite","Co2+S6+O4·7H2O","1125","Germany"
"Biehlite","Sb3+2Mo6+O6","4974","Namibia"
"Bigcreekite","BaSi2O5·4H2O","1126","USA"
"Bijvoetite-(Y)","Y8(U6+O2)16O8(CO3)16(OH)8·39H2O","1127","Democratic Republic of the Congo"
"Bikitaite","LiAlSi2O6·H2O","1128","Zimbabwe"
"Bilibinskite","PbAu3Cu2Te2","1129","Russia / Kazakhstan"
"Bílinite","Fe2+Fe3+2(S6+O4)4·22H2O","1130","Czech Republic"
"Billietite","Ba(U6+O2)6O4(OH)6·8H2O","1131","Democratic Republic of the Congo"
"Billingsleyite","Ag7AsS6","1132","USA"
"Billwiseite","Sb3+5Nb5+3W6+O18","5922","Pakistan"
"Bimbowrieite","NaMgFe3+5(PO4)4(OH)6·2H2O","7023","Australia"
"Bindheimite","Pb2+2Sb5+2O7","1133","Russia"
"Biphosphammite","H2(N3-H4)PO4","1134","Australia"
"Biraite-(Ce)","Ce2Fe2+Si2O7(CO3)","5243","Russia"
"Biraite-(La)","La2Fe2+(CO3)(Si2O7)","7031","Russia"
"Birchite","Cd2+2Cu2+2(PO4)2S6+O4·5H2O","5600","Australia"
"Biringuccite","Na2B5O8(OH)·H2O","1135","Italy"
"Birnessite","(Na,Ca,K)0.6(Mn4+,Mn3+)2O4·1.5H2O","1136","United Kingdom"
"Birunite","Ca18(SiO3)8.5(CO3)8.5S6+O4·15H2O","5384","Uzbekistan"
"Bischofite","MgCl2·6H2O","1137","Germany"
"Bismite","Bi3+2O3","1138","Bolivia"
"Bismoclite","Bi3+OCl","1139","South Africa"
"Bismuth","Bi","1140","Germany"
"Bismuthinite","Bi3+2S2-3","1141","?"
"Bismutite","Bi3+2O2(CO3)","1142","Germany"
"Bismutocolumbite","Bi3+Nb5+O4","1143","Russia"
"Bismutoferrite","Fe3+2Bi3+(SiO4)2(OH)","1144","Germany"
"Bismutohauchecornite","Ni9Bi2S8","1145","Russia"
"Bismutostibiconite","(Bi3+,Fe3+,[box])2Sb5+2O7","1148","Germany"
"Bismutotantalite","Bi3+Ta5+O4","1149","Uganda"
"Bitikleite","Ca3Sn4+Sb5+Al3O12","5781","Russia"
"Bityite","CaLiAl2(Si2BeAl)O10(OH)2","1150","Madagascar"
"Bixbyite-(Fe)","Fe3+2O3","7237","USA"
"Bixbyite-(Mn)","Mn3+2O3","1151","India"
"Bjarebyite","BaMn2+2Al2(PO4)3(OH)3","1152","USA"
"Blakeite","Fe3+2(Te4+O3)3","5385","USA"
"Blatonite","(U6+O2)CO3·H2O","1153","USA"
"Blatterite","Sb5+3Mn3+9Mn2+35(BO3)16O32","1154","Sweden"
"Bleasdaleite","Ca2Cu2+5(Bi3+,Cu2+)(PO4)4(H2O,OH,Cl)13","1155","Australia"
"Blixite","Pb2+8O5(OH)2Cl4","1156","Sweden"
"Blödite","Na2Mg(S6+O4)2·4H2O","4887","Austria"
"Blossite","Cu2+2V5+2O7","1158","El Salvador"
"Bluebellite","Cu2+6(I5+O3)(OH)10Cl","6281","USA"
"Bluelizardite","Na7(U6+O2)(S6+O4)4Cl·2H2O","6227","USA"
"Bluestreakite","K4Mg2(V4+2V5+8O28)·14H2O","6343","USA"
"Bobcookite","NaAl(U6+O2)2(S6+O4)4·18H2O","6320","USA"
"Bobfergusonite","[box]Na2Mn2+5Fe3+Al(PO4)6","1159","Canada"
"Bobfinchite","Na[(U6+O2)8O3(OH)11]·10H2O","7098","USA"
"Bobierrite","Mg3(PO4)2·8H2O","1160","Chile"
"Bobjonesite","V4+OS6+O4·3H2O","1161","USA"
"Bobkingite","Cu2+5Cl2(OH)8·2H2O","1162","United Kingdom"
"Bobmeyerite","Pb2+4(Al3Cu2+)(Si4O12)(S6+0.5Si0.5O4)(OH)7Cl·3H2O","6079","USA"
"Bobshannonite","Na2KBa(Mn2+,Na)8(Nb5+,Ti4+)4(Si2O7)4O4(OH)4(O,F)2","6349","Canada"
"Bobtraillite","(Na,Ca)13Sr11(Zr4+,Y,Nb5+)14Si42B6O132(OH)12·12H2O","1163","Canada"
"Bodieite","Bi3+2(Te4+O3)2(S6+O4)","6744","USA"
"Bogdanovite","(Au,Te,Pb)3(Cu,Fe)","1165","Kazakhstan / Russia"
"Bøggildite","Na2Sr2Al2(PO4)F9","1166","Denmark (Greenland)"
"Boggsite","Na3Ca8(Si77Al19)O192·70H2O","1167","USA"
"Bøgvadite","Na2Ba2SrAl4F20","1168","Denmark (Greenland)"
"Bohdanowiczite","Ag1+Bi3+Se2-2","1169","Poland"
"Böhmite","AlO(OH)","1164","France"
"Bohseite","Ca4Be4Si9O24(OH)4","5854","Denmark (Greenland)"
"Bohuslavite","Fe3+4(PO4)3(S6+O4)(OH)·<i>n</i>H2O (15≤<i>n</i>≤24)","6876","Italy/Czech Republic"
"Bojarite","Cu3(N3C2H2)3(OH)Cl2·6H2O","7048","Chile"
"Bokite","(Al,Fe)1.3(V5+,V4+,Fe3+)8O20·7.5H2O","1170","Kazakhstan"
"Boleite","KAg1+9Pb2+26Cu2+24Cl62(OH)48","1171","Mexico"
"Bolivarite","Al2PO4(OH)3·4H2O","5388","Spain"
"Bolotinaite","(Na7[box])(Al6Si6O24)F·4H2O","7194","Germany"
"Boltwoodite","(K,Na)U6+O2(SiO3OH)·1.5H2O","1172","USA"
"Bonaccordite","Ni2+2Fe3+O2(BO3)","1173","South Africa"
"Bonacinaite","Sc(As5+O4)·2H2O","6790","Italy"
"Bonattite","Cu2+S6+O4·3H2O","1174","Italy"
"Bonazziite","As4S4","6295","Kyrgyzstan"
"Bonshtedtite","Na3Fe2+(PO4)(CO3)","1175","Russia"
"Boothite","Cu2+S6+O4·7H2O","1176","USA"
"Boracite","Mg3B7O13Cl","1177","Germany"
"Boralsilite","Al16B6O30(Si2O7)","1178","Antarctica"
"Borax","Na2B4O5(OH)4·8H2O","1179","unknown"
"Borcarite","Ca4MgB4O6(CO3)2(OH)6","1180","Russia"
"Borisenkoite","Cu2+3[(V5+,As5+)O4]2","6511","Russia"
"Borishanskiite","Pd1+x(As,Pb)2 (x = 0.0-0.2)","1181","Russia"
"Bornemanite","Na6(Na[box])Ba2Ti4+2Nb5+2(Si2O7)4(PO4)2O4(OH)2F2","1182","Russia"
"Bornhardtite","Co2+Co3+2Se2-4","5076","Germany"
"Bornite","Cu1+5Fe3+S2-4","1183","?"
"Borocookeite","LiAl4(Si3B)O10(OH)8","1184","Russia"
"Borodaevite","Ag4.83Fe0.21Pb0.45(Bi,Sb)8.84S16","1185","Russia"
"Boromullite","Al9BSi2O19","5587","Australia"
"Boromuscovite","KAl2(Si3B)O10(OH)2","1186","USA"
"Borovskite","Pd3SbTe4","1187","Russia"
"Bortnikovite","Pd4Cu3Zn","5583","Russia"
"Bortolanite","Ca2(Ca1.5Zr4+0.5)Na(NaCa)Ti4+(Si2O7)2(OF)F2","7187","Brazil"
"Boscardinite","Tl1+Pb2+4(Sb3+7As3+2)S2-18","5925","Italy"
"Bosiite","NaFe3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O","6392","Russia"
"Bosoite","SiO2·<i>n</i>CxH2x+2","6328","Japan"
"Bostwickite","CaMn3+6Si3O16·7H2O","1188","USA"
"Botallackite","Cu2+2Cl(OH)3","1189","United Kingdom"
"Botryogen","MgFe3+(S6+O4)2(OH)·7H2O","1190","Sweden"
"Bottinoite","Ni2+Sb5+2(OH)12·6H2O","1191","Italy"
"Botuobinskite","SrFe2+(Ti4+12Cr3+6)Mg2[O36(OH)2]","7056","Russia"
"Bouazzerite","Bi3+6(Mg,Co2+)11Fe3+14(As5+O4)18O12(OH)4·86H2O","5522","Morocco"
"Boulangerite","Pb2+5Sb3+4S2-11","1192","France"
"Bounahasite","Cu1+Cu2+2(OH)3Cl2","7218","Morocco"
"Bournonite","Cu1+Pb2+Sb3+S2-3","1193","United Kingdom"
"Bouškaite","(Mo6+O2)2O(S6+O3OH)2(H2O)2·2H2O","6859","Czech Republic"
"Boussingaultite","(N3-H4)2Mg(S6+O4)2·6H2O","1194","Italy"
"Bowieite","Rh3+2S2-3","1195","USA"
"Bowlesite","PtSnS","6963","South Africa"
"Boyleite","Zn2+S6+O4·4H2O","1196","Germany"
"Braccoite","NaMn2+5[Si5O14(OH)](As5+O3OH)","6251","Italy"
"Bracewellite","Cr3+O(OH)","1198","Guyana"
"Brackebuschite","Pb2+2Mn3+(V5+O4)2(OH)","1199","Argentina"
"Bradaczekite","NaCu2+Cu2+Cu2+2(As5+O4)3","1200","Russia"
"Bradleyite","Na3Mg(PO4)(CO3)","1201","USA"
"Braggite","PtS","1202","South Africa"
"Braithwaiteite","NaCu2+5(Ti4+Sb5+)O2(As5+O4)4[As5+O3(OH)]2·8H2O","5611","Bolivia"
"Braitschite-(Ce)","Ca6.15Na0.85Ce2[B6O7(OH)3(O,OH)3]4·H2O","1203","USA"
"Branchite","C20H34","5310","Italy"
"Brandãoite","BeAl2(PO4)2(OH)2(H2O)4·H2O","6681","Brazil"
"Brandholzite","MgSb5+2(OH)12·6H2O","1204","Germany"
"Brandtite","Ca2Mn2+(As5+O4)2·2H2O","1205","Sweden"
"Brannerite","U4+Ti4+2O6","1206","USA"
"Brannockite","KSn2(Li3Si12)O30","1207","USA"
"Brassite","Mg(As5+O3OH)·4H2O","1208","Czech Republic"
"Brattforsite","Mn2+19As3+12O36Cl2","7010","Sweden"
"Braunerite","K2Ca(U6+O2)(C4+O3)3·6H2O","6524","Czech Republic"
"Braunite","Mn2+Mn3+6SiO12","1209","Germany / Italy"
"Brazilianite","NaAl3(PO4)2(OH)4","1210","Brazil"
"Bredigite","Ca7Mg(SiO4)4","1211","United Kingdom"
"Breithauptite","NiSb","1212","Germany"
"Brendelite","(Bi3+,Pb2+)2(Fe3+,Fe2+)O2(OH)PO4","1213","Germany"
"Brenkite","Ca2(CO3)F2","1214","Germany"
"Brewsterite-Ba","Ba(Al2Si6)O16·5H2O","1215","USA / Italy"
"Brewsterite-Sr","Sr(Al2Si6)O16·5H2O","1216","United Kingdom"
"Breyite","Ca3Si3O9","6796","Brazil"
"Brezinaite","Cr2+Cr3+2S2-4","1217","USA"
"Brianite","Na2CaMg(PO4)2","1218","USA"
"Brianroulstonite","Ca3B5O6(OH)7Cl2·8H2O","1219","Canada"
"Brianyoungite","Zn2+3CO3(OH)4","1220","United Kingdom"
"Briartite","Cu1+2Fe2+Ge4+S2-4","1221","Democratic Republic of the Congo"
"Bridgesite-(Ce)","CaCe2Cu2+6(S6+O4)4(OH)12·8H2O","6956","United Kingdom"
"Bridgmanite","MgSiO3","6334","Australia (meteorite)"
"Brindleyite","(Ni2+,Al)3(Si,Al)2O5(OH)4","1222","Greece"
"Brinrobertsite","(Na,K,Ca)0.3(Al,Fe3+,Mg)4(Si,Al)8O20(OH)4·3.5H2O","1223","United Kingdom"
"Britholite-(Ce)","(Ce,Ca)5(SiO4)3OH","1224","Denmark (Greenland)"
"Britholite-(Y)","(Y,Ca)5(SiO4)3OH","1225","Japan"
"Britvinite","Pb2+14Mg9Si10O28(BO3)4(CO3)2F2(OH)12","5359","Sweden"
"Brizziite","NaSb5+O3","1226","Italy"
"Brochantite","Cu2+4S6+O4(OH)6","1228","Russia"
"Brockite","(Ca,Th,Ce)PO4·H2O","1229","USA"
"Brodtkorbite","Cu2HgSe2","1230","Argentina"
"Bromargyrite","AgBr","1231","Mexico"
"Bromellite","BeO","1232","Sweden"
"Brontesite","(N3-H4)3Pb2+Cl5","5705","Italy"
"Brookite","Ti4+O2","1233","United Kingdom"
"Browneite","Mn2+S2-","6064","Poland (meteorite)"
"Brownleeite","MnSi","5670","IDP (interplanetary dust particle) over USA"
"Brownmillerite","Ca2Fe3+AlO5","1234","Germany"
"Brucite","Mg(OH)2","1235","USA"
"Brüggenite","Ca(I5+O3)2·H2O","1236","Chile"
"Brugnatellite","Mg6Fe3+CO3(OH)13·4H2O","1237","Italy"
"Brumadoite","Cu2+3Te6+O4(OH)4·5H2O","5686","Brazil"
"Brunogeierite","Fe2+2Ge4+O4","1238","Namibia"
"Brushite","Ca(PO3OH)·2H2O","1239","Venezuela"
"Bubnovaite","K2Na8Ca(S6+O4)6","6406","Russia"
"Buchwaldite","NaCaPO4","1240","Denmark (Greenland)"
"Buckhornite","(Pb2BiS3)(AuTe2)","1241","USA"
"Buddingtonite","(N3-H4)AlSi3O8","1242","USA"
"Bukovite","Tl1+2Cu1+2Cu2+2Se2-4","1244","Czech Republic"
"Bukovskýite","Fe3+2(As5+O4)(S6+O4)(OH)·7H2O","1245","Czech Republic"
"Bulachite","Al6(As5+O4)3(OH)9(H2O)4·2H2O","1246","Germany"
"Bulgakite","Li2(Ca,Na)Fe2+7Ti4+2(Si4O12)2O2(OH)4(O,F)(H2O)2","6336","Tajikistan"
"Bultfonteinite","Ca2[SiO3(OH)]F·H2O","1247","South Africa"
"Bunnoite","Mn2+6AlSi6O18(OH)3","6351","Japan"
"Bunsenite","Ni2+O","1248","Germany"
"Burangaite","NaFe2+Al5(PO4)4(OH)6·2H2O","1249","Rwanda"
"Burbankite","(Na,Ca)3(Sr,Ba,Ce)3(CO3)5","1250","USA"
"Burckhardtite","Pb2+2(Fe3+Te6+)[AlSi3O8]O6","1251","Mexico"
"Burgessite","Co2+2(H2O)4(As5+O3OH)2·H2O","5655","Canada"
"Burkeite","Na4(S6+O4)(CO3)","1252","USA"
